datetime,datetime,random,year,month,day,sazonal,timeSeries
2022-01-02 08:00:00,2022-01-02 08:00:00,0.5742810909213684,2022,1,2,0.9997530965806385,10.571812056727754
2022-01-02 09:00:00,2022-01-02 09:00:00,0.8332797595924406,2022,1,2,0.999737424686215,10.83065400645459
2022-01-02 10:00:00,2022-01-02 10:00:00,0.7612519500764973,2022,1,2,0.9997212706653522,10.75846465673002
2022-01-02 11:00:00,2022-01-02 11:00:00,0.4437232545596601,2022,1,2,0.9997046345258405,10.440769599818065
2022-01-02 12:00:00,2022-01-02 12:00:00,0.20363571399751712,2022,1,2,0.9996875162757026,10.200510876754544
2022-01-02 13:00:00,2022-01-02 13:00:00,0.24201803572260494,2022,1,2,0.9996699159231939,10.238717194954544
2022-01-02 14:00:00,2022-01-02 14:00:00,0.8743155458815902,2022,1,2,0.9996518334768022,10.870833880649611
2022-01-02 15:00:00,2022-01-02 15:00:00,0.9326749905677449,2022,1,2,0.9996332689452478,10.929007680020224
2022-01-02 16:00:00,2022-01-02 16:00:00,0.32896764171059667,2022,1,2,0.9996142223374836,10.325109865085432
2022-01-02 17:00:00,2022-01-02 17:00:00,0.08389167642392448,2022,1,2,0.9995946936626949,10.079838613050875
2022-01-02 18:00:00,2022-01-02 18:00:00,0.8051453703186786,2022,1,2,0.9995746829302993,10.800892199621671
2022-01-02 19:00:00,2022-01-02 19:00:00,0.41146168536575123,2022,1,2,0.9995541901499472,10.407003586865223
2022-01-02 20:00:00,2022-01-02 20:00:00,0.9881343657221238,2022,1,2,0.9995332153315211,10.983466519037334
2022-01-02 21:00:00,2022-01-02 21:00:00,0.8151827412062305,2022,1,2,0.9995117584851364,10.810300326057595
2022-01-02 22:00:00,2022-01-02 22:00:00,0.7706219371237084,2022,1,2,0.9994898196211406,10.765520133335114
2022-01-02 23:00:00,2022-01-02 23:00:00,0.3471534025630464,2022,1,2,0.9994673987501137,10.341827390064184
2022-01-03 00:00:00,2022-01-03 00:00:00,0.18423653493658165,2022,1,3,0.9994444958828685,10.178681493765268
2022-01-03 01:00:00,2022-01-03 01:00:00,0.1505294934096244,2022,1,3,0.9994211110304497,10.144740603714123
2022-01-03 02:00:00,2022-01-03 02:00:00,0.0854136953550757,2022,1,3,0.999397244204135,10.079386137396426
2022-01-03 03:00:00,2022-01-03 03:00:00,0.32806114303461587,2022,1,3,0.999372895415434,10.321790097188954
2022-01-03 04:00:00,2022-01-03 04:00:00,0.5552701899457736,2022,1,3,0.999348064676089,10.548750836706663
2022-01-03 05:00:00,2022-01-03 05:00:00,0.0331212639554449,2022,1,3,0.999322751998075,10.026348783936195
2022-01-03 06:00:00,2022-01-03 06:00:00,0.79846844886836,2022,1,3,0.9992969573935987,10.791438022804346
2022-01-03 07:00:00,2022-01-03 07:00:00,0.3996367513112581,2022,1,3,0.9992706808750998,10.392343560062256
2022-01-03 08:00:00,2022-01-03 08:00:00,0.06252402952503167,2022,1,3,0.9992439224552503,10.054963254077533
2022-01-03 09:00:00,2022-01-03 09:00:00,0.12117512181672974,2022,1,3,0.9992166821469545,10.113341943286274
2022-01-03 10:00:00,2022-01-03 10:00:00,0.7593026703663842,2022,1,3,0.999188959963349,10.751192269999875
2022-01-03 11:00:00,2022-01-03 11:00:00,0.6963176138591258,2022,1,3,0.9991607559178031,10.687925173037156
2022-01-03 12:00:00,2022-01-03 12:00:00,0.5020677329889224,2022,1,3,0.9991320700239181,10.493388433228105
2022-01-03 13:00:00,2022-01-03 13:00:00,0.5125822806496166,2022,1,3,0.9991029022955281,10.503611303604899
2022-01-03 14:00:00,2022-01-03 14:00:00,0.6655643198816765,2022,1,3,0.9990732527466991,10.656296847348667
2022-01-03 15:00:00,2022-01-03 15:00:00,0.9697164640994451,2022,1,3,0.9990431213917298,10.960147678016742
2022-01-03 16:00:00,2022-01-03 16:00:00,0.7943836024329506,2022,1,3,0.9990125082451511,10.784508684884463
2022-01-03 17:00:00,2022-01-03 17:00:00,0.12063116627776493,2022,1,3,0.9989814133217262,10.110445299495026
2022-01-03 18:00:00,2022-01-03 18:00:00,0.40030739619770295,2022,1,3,0.9989498366364509,10.389805762562212
2022-01-03 19:00:00,2022-01-03 19:00:00,0.05486773335312689,2022,1,3,0.998917778204553,10.044045515398658
2022-01-03 20:00:00,2022-01-03 20:00:00,0.9639243335198749,2022,1,3,0.9988852380414929,10.952776713934805
2022-01-03 21:00:00,2022-01-03 21:00:00,0.056809128842193024,2022,1,3,0.998852216162963,10.045331290471823
2022-01-03 22:00:00,2022-01-03 22:00:00,0.10907926872476958,2022,1,3,0.9988187125848885,10.097266394573655
2022-01-03 23:00:00,2022-01-03 23:00:00,0.616343847432087,2022,1,3,0.9987847273234264,10.604191120666352
2022-01-04 00:00:00,2022-01-04 00:00:00,0.07857647183719818,2022,1,4,0.9987502603949663,10.066079075786861
2022-01-04 01:00:00,2022-01-04 01:00:00,0.6096959941579371,2022,1,4,0.9987153118161298,10.596849112319235
2022-01-04 02:00:00,2022-01-04 02:00:00,0.37267604476577953,2022,1,4,0.9986798816037711,10.35947486080349
2022-01-04 03:00:00,2022-01-04 03:00:00,0.21451421218169853,2022,1,4,0.9986439697749765,10.200953909931464
2022-01-04 04:00:00,2022-01-04 04:00:00,0.6766221050168434,2022,1,4,0.9986075763470647,10.66269786848749
2022-01-04 05:00:00,2022-01-04 05:00:00,0.7412995081472407,2022,1,4,0.9985707013375863,10.727006521523105
2022-01-04 06:00:00,2022-01-04 06:00:00,0.3858403113508011,2022,1,4,0.9985333447643246,10.371173758994047
2022-01-04 07:00:00,2022-01-04 07:00:00,0.5041464225293895,2022,1,4,0.9984955066452949,10.489101488982339
2022-01-04 08:00:00,2022-01-04 08:00:00,0.6015596145687393,2022,1,4,0.9984571869987445,10.586131484556184
2022-01-04 09:00:00,2022-01-04 09:00:00,0.22242480591197555,2022,1,4,0.9984183858431536,10.206608664343511
2022-01-04 10:00:00,2022-01-04 10:00:00,0.5842967247080372,2022,1,4,0.9983791031972338,10.568087756680375
2022-01-04 11:00:00,2022-01-04 11:00:00,0.31849991237592223,2022,1,4,0.9983393390799294,10.301893303175216
2022-01-04 12:00:00,2022-01-04 12:00:00,0.387781757144289,2022,1,4,0.9982990935104169,10.370772692248458
2022-01-04 13:00:00,2022-01-04 13:00:00,0.7710795260500882,2022,1,4,0.9982583665081046,10.753663191131135
2022-01-04 14:00:00,2022-01-04 14:00:00,0.5707599160261279,2022,1,4,0.9982171580926334,10.552931496952462
2022-01-04 15:00:00,2022-01-04 15:00:00,0.0690130536771556,2022,1,4,0.9981754682838762,10.050767736515917
2022-01-04 16:00:00,2022-01-04 16:00:00,0.31316400641913134,2022,1,4,0.9981332971019379,10.29449697743851
2022-01-04 17:00:00,2022-01-04 17:00:00,0.095884729318225,2022,1,4,0.9980906445671558,10.076791174989783
2022-01-04 18:00:00,2022-01-04 18:00:00,0.3218871091978348,2022,1,4,0.9980475107000991,10.302362216198826
2022-01-04 19:00:00,2022-01-04 19:00:00,0.7576634900412031,2022,1,4,0.9980038955215694,10.737702445256897
2022-01-04 20:00:00,2022-01-04 20:00:00,0.733842076204292,2022,1,4,0.9979597990526001,10.713440066730293
2022-01-04 21:00:00,2022-01-04 21:00:00,0.9028924940558832,2022,1,4,0.9979152213144571,10.882044707200455
2022-01-04 22:00:00,2022-01-04 22:00:00,0.32228133905916556,2022,1,4,0.9978701623286378,10.300982962345543
2022-01-04 23:00:00,2022-01-04 23:00:00,0.37310471671268786,2022,1,4,0.9978246221168723,10.35135093788141
2022-01-05 00:00:00,2022-01-05 00:00:00,0.21390535164691526,2022,1,5,0.9977786007011223,10.191691358658138
2022-01-05 01:00:00,2022-01-05 01:00:00,0.9215484082088118,2022,1,5,0.997732098103582,10.898869389244632
2022-01-05 02:00:00,2022-01-05 02:00:00,0.9407247157577961,2022,1,5,0.9976851143466773,10.917575859224568
2022-01-05 03:00:00,2022-01-05 03:00:00,0.6493690660376725,2022,1,5,0.9976376494530662,10.625745560568335
2022-01-05 04:00:00,2022-01-05 04:00:00,0.28992634634035797,2022,1,5,0.9975897034456389,10.265823380796748
2022-01-05 05:00:00,2022-01-05 05:00:00,0.6529123366216759,2022,1,5,0.9975412763475174,10.62832510009685
2022-01-05 06:00:00,2022-01-05 06:00:00,0.17394528883500382,2022,1,5,0.997492368182056,10.148868970655563
2022-01-05 07:00:00,2022-01-05 07:00:00,0.16593486348542164,2022,1,5,0.9974429789728406,10.140364653213828
2022-01-05 08:00:00,2022-01-05 08:00:00,0.9023443622189636,2022,1,5,0.9973931087436895,10.876275449655859
2022-01-05 09:00:00,2022-01-05 09:00:00,0.2871995604395621,2022,1,5,0.9973427575186525,10.260627135626088
2022-01-05 10:00:00,2022-01-05 10:00:00,0.5323580728641718,2022,1,5,0.9972919253220119,10.505277326084292
2022-01-05 11:00:00,2022-01-05 11:00:00,0.40443526362310445,2022,1,5,0.9972406121782815,10.37684138540592
2022-01-05 12:00:00,2022-01-05 12:00:00,0.2891055519610565,2022,1,5,0.9971888181122075,10.260993733083131
2022-01-05 13:00:00,2022-01-05 13:00:00,0.4242108488976326,2022,1,5,0.9971365431487673,10.395576280385306
2022-01-05 14:00:00,2022-01-05 14:00:00,0.6734642712536566,2022,1,5,0.997083787313171,10.644302144385367
2022-01-05 15:00:00,2022-01-05 15:00:00,0.8567390166695549,2022,1,5,0.9970305506308603,10.82704452297816
2022-01-05 16:00:00,2022-01-05 16:00:00,0.4202372813634053,2022,1,5,0.9969768331275085,10.390005612638491
2022-01-05 17:00:00,2022-01-05 17:00:00,0.2681082482517896,2022,1,5,0.9969226348290212,10.237334596542002
2022-01-05 18:00:00,2022-01-05 18:00:00,0.16544132950462476,2022,1,5,0.9968679557615356,10.13412088711998
2022-01-05 19:00:00,2022-01-05 19:00:00,0.42257175546433,2022,1,5,0.996812795951421,10.39069971497854
2022-01-05 20:00:00,2022-01-05 20:00:00,0.7338371480399303,2022,1,5,0.9967571554252782,10.701408702292712
2022-01-05 21:00:00,2022-01-05 21:00:00,0.19336450686467044,2022,1,5,0.9967010342099402,10.160374848964072
2022-01-05 22:00:00,2022-01-05 22:00:00,0.44778548333600354,2022,1,5,0.9966444323324715,10.41422980666072
2022-01-05 23:00:00,2022-01-05 23:00:00,0.8280423933284795,2022,1,5,0.9965873498201685,10.793915891530164
2022-01-06 00:00:00,2022-01-06 00:00:00,0.19053449928286859,2022,1,6,0.9965297867005595,10.155832366288463
2022-01-06 01:00:00,2022-01-06 01:00:00,0.7068095841156887,2022,1,6,0.9964717430014044,10.671527014129733
2022-01-06 02:00:00,2022-01-06 02:00:00,0.4472558713048149,2022,1,6,0.9964132187506951,10.411388058811767
2022-01-06 03:00:00,2022-01-06 03:00:00,0.4948840858740742,2022,1,6,0.996354213976655,10.458426225640626
2022-01-06 04:00:00,2022-01-06 04:00:00,0.8856846334815082,2022,1,6,0.9962947287077394,10.848631920558903
2022-01-06 05:00:00,2022-01-06 05:00:00,0.1287303808781073,2022,1,6,0.9962347629726351,10.091078010604459
2022-01-06 06:00:00,2022-01-06 06:00:00,0.35465731215119634,2022,1,6,0.996174316800261,10.316400480153806
2022-01-06 07:00:00,2022-01-06 07:00:00,0.41870902950450395,2022,1,6,0.9961133902197672,10.379842931702175
2022-01-06 08:00:00,2022-01-06 08:00:00,0.912163894470675,2022,1,6,0.9960519832605359,10.872683727076033
2022-01-06 09:00:00,2022-01-06 09:00:00,0.6037968586870205,2022,1,6,0.9959900959521808,10.563697818208828
2022-01-06 10:00:00,2022-01-06 10:00:00,0.7262195485531288,2022,1,6,0.9959277283245471,10.6854968317986
2022-01-06 11:00:00,2022-01-06 11:00:00,0.32603035482519815,2022,1,6,0.9958648804077119,10.284679158902318
2022-01-06 12:00:00,2022-01-06 12:00:00,0.217508771561726,2022,1,6,0.9958015522319837,10.175524293881562
2022-01-06 13:00:00,2022-01-06 13:00:00,0.8194975048104182,2022,1,6,0.9957377438279029,10.776874943089446
2022-01-06 14:00:00,2022-01-06 14:00:00,0.8089038861871318,2022,1,6,0.9956734552262411,10.765638438449542
2022-01-06 15:00:00,2022-01-06 15:00:00,0.305979911233099,2022,1,6,0.9956086864580017,10.262066775813116
2022-01-06 16:00:00,2022-01-06 16:00:00,0.2771657740550276,2022,1,6,0.9955434375544198,10.232600149599225
2022-01-06 17:00:00,2022-01-06 17:00:00,0.3135041996742005,2022,1,6,0.9954777085469617,10.268281285143818
2022-01-06 18:00:00,2022-01-06 18:00:00,0.7690273857376959,2022,1,6,0.9954114994673254,10.72314238041095
2022-01-06 19:00:00,2022-01-06 19:00:00,0.8725015940798944,2022,1,6,0.9953448103474407,10.825949697554302
2022-01-06 20:00:00,2022-01-06 20:00:00,0.01918501854635013,2022,1,6,0.9952776412194684,9.971961430741034
2022-01-06 21:00:00,2022-01-06 21:00:00,0.5032065684298921,2022,1,6,0.995209992115801,10.455306489587901
2022-01-06 22:00:00,2022-01-06 22:00:00,0.7474713523573574,2022,1,6,0.9951418630690625,10.698889983047982
2022-01-06 23:00:00,2022-01-06 23:00:00,0.5772324393763202,2022,1,6,0.9950732541121086,10.527964980497407
2022-01-07 00:00:00,2022-01-07 00:00:00,0.6416383272694238,2022,1,7,0.9950041652780258,10.591679980049683
2022-01-07 01:00:00,2022-01-07 01:00:00,0.8554996736368712,2022,1,7,0.9949345966001326,10.804845639638197
2022-01-07 02:00:00,2022-01-07 02:00:00,0.07983100407549815,2022,1,7,0.9948645481119787,10.028476485195284
2022-01-07 03:00:00,2022-01-07 03:00:00,0.5853440251105354,2022,1,7,0.9947940198473452,10.533284223583987
2022-01-07 04:00:00,2022-01-07 04:00:00,0.47086908814547157,2022,1,7,0.9947230118402446,10.418099206547918
2022-01-07 05:00:00,2022-01-07 05:00:00,0.08292874431586783,2022,1,7,0.9946515241249206,10.029443985565075
2022-01-07 06:00:00,2022-01-07 06:00:00,0.1557025893323667,2022,1,7,0.9945795567358485,10.101498156690852
2022-01-07 07:00:00,2022-01-07 07:00:00,0.4833283624915524,2022,1,7,0.9945071097077347,10.4283994595689
2022-01-07 08:00:00,2022-01-07 08:00:00,0.8945406531667508,2022,1,7,0.9944341830755171,10.838882483921921
2022-01-07 09:00:00,2022-01-07 09:00:00,0.7485065801043075,2022,1,7,0.9943607768743647,10.692114348847953
2022-01-07 10:00:00,2022-01-07 10:00:00,0.9193373822035601,2022,1,7,0.994286891139678,10.862206293600341
2022-01-07 11:00:00,2022-01-07 11:00:00,0.10738881399972544,2022,1,7,0.9942125259070885,10.04951407307061
2022-01-07 12:00:00,2022-01-07 12:00:00,0.19634714093569516,2022,1,7,0.994137681212459,10.137723953060284
2022-01-07 13:00:00,2022-01-07 13:00:00,0.7858519996056614,2022,1,7,0.9940623570918838,10.7264755705245
2022-01-07 14:00:00,2022-01-07 14:00:00,0.6884026809675317,2022,1,7,0.9939865535816881,10.628268216784413
2022-01-07 15:00:00,2022-01-07 15:00:00,0.4598373849177013,2022,1,7,0.9939102707184282,10.398940092101984
2022-01-07 16:00:00,2022-01-07 16:00:00,0.8469138159740266,2022,1,7,0.993833508538892,10.785248901362946
2022-01-07 17:00:00,2022-01-07 17:00:00,0.0680139136774458,2022,1,7,0.993756267080098,10.005576584478426
2022-01-07 18:00:00,2022-01-07 18:00:00,0.9052326939742967,2022,1,7,0.9936785463792964,10.84201815776726
2022-01-07 19:00:00,2022-01-07 19:00:00,0.9128186794620621,2022,1,7,0.9936003464739682,10.848822144201744
2022-01-07 20:00:00,2022-01-07 20:00:00,0.022097353255650543,2022,1,7,0.9935216674018256,9.957314027273906
2022-01-07 21:00:00,2022-01-07 21:00:00,0.4853542586345022,2022,1,7,0.9934425092008116,10.419779350642617
2022-01-07 22:00:00,2022-01-07 22:00:00,0.08171924053649182,2022,1,7,0.9933628719091006,10.015347959627498
2022-01-07 23:00:00,2022-01-07 23:00:00,0.26760562086787243,2022,1,7,0.9932827555650979,10.200433176518851
2022-01-08 00:00:00,2022-01-08 00:00:00,0.7513587364909482,2022,1,8,0.99320216020744,10.683380338565348
2022-01-08 01:00:00,2022-01-08 01:00:00,0.2650411587471657,2022,1,8,0.9931210858749941,10.196252017497109
2022-01-08 02:00:00,2022-01-08 02:00:00,0.15061726667248754,2022,1,8,0.9930395326068586,10.081012592741073
2022-01-08 03:00:00,2022-01-08 03:00:00,0.7066938181060688,2022,1,8,0.9929575004423629,10.636268822529699
2022-01-08 04:00:00,2022-01-08 04:00:00,0.4562927481194273,2022,1,8,0.992874989421067,10.385042642330097
2022-01-08 05:00:00,2022-01-08 05:00:00,0.9666355874333843,2022,1,8,0.9927919995827623,10.894555583261006
2022-01-08 06:00:00,2022-01-08 06:00:00,0.720064951192405,2022,1,8,0.9927085309674709,10.647150260867114
2022-01-08 07:00:00,2022-01-08 07:00:00,0.8426394225321121,2022,1,8,0.9926245836154458,10.76888525868657
2022-01-08 08:00:00,2022-01-08 08:00:00,0.5340956294614224,2022,1,8,0.9925401575671708,10.45949720513313
2022-01-08 09:00:00,2022-01-08 09:00:00,0.3801852946601716,2022,1,8,0.9924552528633608,10.30473782329378
2022-01-08 10:00:00,2022-01-08 10:00:00,0.7000690500768779,2022,1,8,0.992369869544961,10.623767745526488
2022-01-08 11:00:00,2022-01-08 11:00:00,0.7693278824941054,2022,1,8,0.9922840076531481,10.692167959025586
2022-01-08 12:00:00,2022-01-08 12:00:00,0.8068628947139734,2022,1,8,0.992197667229329,10.728839567007263
2022-01-08 13:00:00,2022-01-08 13:00:00,0.8511657780320218,2022,1,8,0.992110848315142,10.77227426118344
2022-01-08 14:00:00,2022-01-08 14:00:00,0.96468619745035,2022,1,8,0.9920235509524553,10.884921706974902
2022-01-08 15:00:00,2022-01-08 15:00:00,0.14352812752897015,2022,1,8,0.9919357751833687,10.062885879362657
2022-01-08 16:00:00,2022-01-08 16:00:00,0.5154899176531675,2022,1,8,0.9918475210502122,10.433965128155291
2022-01-08 17:00:00,2022-01-08 17:00:00,0.08528838120437932,2022,1,8,0.9917587885955467,10.002876267159845
2022-01-08 18:00:00,2022-01-08 18:00:00,0.5065852016236867,2022,1,8,0.9916695778621636,10.423280980245321
2022-01-08 19:00:00,2022-01-08 19:00:00,0.018428780659513477,2022,1,8,0.991579888893085,9.934227669590364
2022-01-08 20:00:00,2022-01-08 20:00:00,0.004794470826053332,2022,1,8,0.9914897217315638,9.919691688141691
2022-01-08 21:00:00,2022-01-08 21:00:00,0.15333618800426563,2022,1,8,0.9913990764210834,10.0673269522151
2022-01-08 22:00:00,2022-01-08 22:00:00,0.16064925841020639,2022,1,8,0.9913079530053578,10.073728788463784
2022-01-08 23:00:00,2022-01-08 23:00:00,0.19205693229183118,2022,1,8,0.9912163515283313,10.104220447575143
2022-01-09 00:00:00,2022-01-09 00:00:00,0.6798279057140746,2022,1,9,0.9911242720341794,10.591070626055869
2022-01-09 01:00:00,2022-01-09 01:00:00,0.3498218094722687,2022,1,9,0.9910317145673073,10.260138955145342
2022-01-09 02:00:00,2022-01-09 02:00:00,0.09071315505270505,2022,1,9,0.9909386791723515,10.00009994677622
2022-01-09 03:00:00,2022-01-09 03:00:00,0.9618028304625976,2022,1,9,0.9908451658941783,10.87025448940438
2022-01-09 04:00:00,2022-01-09 04:00:00,0.5123667370223819,2022,1,9,0.9907511747778849,10.419878484801231
2022-01-09 05:00:00,2022-01-09 05:00:00,0.26577590405667306,2022,1,9,0.9906567058687987,10.17234296274466
2022-01-09 06:00:00,2022-01-09 06:00:00,0.34080709343372617,2022,1,9,0.9905617592124779,10.246424685558505
2022-01-09 07:00:00,2022-01-09 07:00:00,0.03296738411851763,2022,1,9,0.9904663348547105,9.937630732665623
2022-01-09 08:00:00,2022-01-09 08:00:00,0.5416940174081708,2022,1,9,0.9903704328415154,10.445398345823325
2022-01-09 09:00:00,2022-01-09 09:00:00,0.8891277643121396,2022,1,9,0.9902740532191414,10.791868296503553
2022-01-09 10:00:00,2022-01-09 10:00:00,0.19856588393860897,2022,1,9,0.9901771960340682,10.100337844279291
2022-01-09 11:00:00,2022-01-09 11:00:00,0.39144219791700685,2022,1,9,0.9900798613330053,10.29224081124706
2022-01-09 12:00:00,2022-01-09 12:00:00,0.6577116673426852,2022,1,9,0.9899820491628926,10.557532158971611
2022-01-09 13:00:00,2022-01-09 13:00:00,0.0083110722904014,2022,1,9,0.9898837595709004,9.907148667999406
2022-01-09 14:00:00,2022-01-09 14:00:00,0.26336212007552473,2022,1,9,0.989784992604429,10.161212046119815
2022-01-09 15:00:00,2022-01-09 15:00:00,0.656784851354153,2022,1,9,0.9896857483111093,10.553642334465247
2022-01-09 16:00:00,2022-01-09 16:00:00,0.25781769384078945,2022,1,9,0.9895860267388021,10.153677961228812
2022-01-09 17:00:00,2022-01-09 17:00:00,0.6564898134064744,2022,1,9,0.9894858279355984,10.551348092762458
2022-01-09 18:00:00,2022-01-09 18:00:00,0.8539065986292197,2022,1,9,0.9893851519498194,10.747758118127413
2022-01-09 19:00:00,2022-01-09 19:00:00,0.7867264645620418,2022,1,9,0.9892839988300164,10.679566452862206
2022-01-09 20:00:00,2022-01-09 20:00:00,0.4654551351279045,2022,1,9,0.9891823686249708,10.357278821377612
2022-01-09 21:00:00,2022-01-09 21:00:00,0.9174310608384881,2022,1,9,0.989080261383694,10.808233674675428
2022-01-09 22:00:00,2022-01-09 22:00:00,0.6778446832858019,2022,1,9,0.9889776771554276,10.567621454840078
2022-01-09 23:00:00,2022-01-09 23:00:00,0.6559723288040121,2022,1,9,0.9888746159896432,10.544718488700443
2022-01-10 00:00:00,2022-01-10 00:00:00,0.3366854323325714,2022,1,10,0.9887710779360422,10.224396211692993
2022-01-10 01:00:00,2022-01-10 01:00:00,0.18503151198506962,2022,1,10,0.9886670630445564,10.071702142430635
2022-01-10 02:00:00,2022-01-10 02:00:00,0.16888320136798707,2022,1,10,0.9885625713653472,10.054508915021458
2022-01-10 03:00:00,2022-01-10 03:00:00,0.46343367844228,2022,1,10,0.9884576029488059,10.34800970793034
2022-01-10 04:00:00,2022-01-10 04:00:00,0.28017344550587653,2022,1,10,0.9883521578455541,10.163695023961418
2022-01-10 05:00:00,2022-01-10 05:00:00,0.27554544051036833,2022,1,10,0.9882462361064427,10.158007801574795
2022-01-10 06:00:00,2022-01-10 06:00:00,0.0714270101459531,2022,1,10,0.988139837782553,9.952825387971483
2022-01-10 07:00:00,2022-01-10 07:00:00,0.9270456608239961,2022,1,10,0.9880329629251958,10.807375290075955
2022-01-10 08:00:00,2022-01-10 08:00:00,0.32715408192219075,2022,1,10,0.987925611585912,10.20641019778131
2022-01-10 09:00:00,2022-01-10 09:00:00,0.2591202248032889,2022,1,10,0.9878177838164719,10.137298062968007
2022-01-10 10:00:00,2022-01-10 10:00:00,0.41654179878604547,2022,1,10,0.987709479668876,10.293636595474807
2022-01-10 11:00:00,2022-01-10 11:00:00,0.1619015119392514,2022,1,10,0.9876006991953541,10.037908503892794
2022-01-10 12:00:00,2022-01-10 12:00:00,0.38614210154741435,2022,1,10,0.9874914424483661,10.261056526031075
2022-01-10 13:00:00,2022-01-10 13:00:00,0.09390180491648126,2022,1,10,0.9873817094806012,9.967718899722493
2022-01-10 14:00:00,2022-01-10 14:00:00,0.5658947608595712,2022,1,10,0.9872715003449786,10.438609764309357
2022-01-10 15:00:00,2022-01-10 15:00:00,0.5149718963938373,2022,1,10,0.9871608150946469,10.386580047340306
2022-01-10 16:00:00,2022-01-10 16:00:00,0.3255951902909806,2022,1,10,0.9870496537829845,10.196091728120825
2022-01-10 17:00:00,2022-01-10 17:00:00,0.4669837242183039,2022,1,10,0.9869380164635992,10.336363888854295
2022-01-10 18:00:00,2022-01-10 18:00:00,0.4916902778192216,2022,1,10,0.9868259031903286,10.359949309722507
2022-01-10 19:00:00,2022-01-10 19:00:00,0.04095232040888597,2022,1,10,0.9867133140172395,9.908085460581281
2022-01-10 20:00:00,2022-01-10 20:00:00,0.13935806116288763,2022,1,10,0.9866002489986284,10.005360551149172
